satellite,x_km,y_km,z_km
BLUEBON_001,2109.6255,2438.8494,5968.3433
BLUEWALKER_3_001,3979.4358,-2462.6323,3518.594
BLUE_RING_PATHFINDER_001,1780.1703,4845.147,7825.026
BNU-1_001,-1460.3209,3034.986,1135.9775
BONUM_1_001,4810.316,3948.098,11251.057
BPA-2-SL-24_R-B_001,-1331.1772,5806.2417,4062.335
BPA_1-SL-24_R-B_001,-4202.6606,1946.2916,-4118.4893
BPA_3-SL-24_001,4432.2017,-922.8077,5786.664
BRAZILSAT_1_001,-2367.6387,12137.737,7394.819
BRAZILSAT_2_001,4698.8184,-12578.284,-3060.3657
BRAZILSAT_B1_001,3460.5002,-11959.84,-4148.7134
BRAZILSAT_B2_001,5947.9834,-12839.21,-1556.541
BRAZILSAT_B3_001,2581.6758,-11325.085,-4746.3374
BRAZILSAT_B4_001,10448.866,-10921.845,5323.419
BREEZE-KM_DEB_001,-1621.3196,-255.03723,-3357.699
BREEZE-KM_DEB_002,-3388.5332,4393.5854,-298.4849
BREEZE-KM_DEB_003,2492.5864,-6198.674,-2629.6274
BREEZE-KM_DEB_004,4004.6252,65.766815,6304.912
BREEZE-KM_DEB_005,-1160.2374,-3013.9275,-5358.6465
BREEZE-KM_DEB_006,-1737.9031,376.4712,-2847.0728
BREEZE-KM_R-B_001,-4995.586,4698.885,-2785.7302
BREEZE-KM_R-B_002,-4904.2847,5461.1416,-1715.8053
BREEZE-KM_R-B_003,828.95984,-3466.65,-2215.0933
BREEZE-KM_R-B_004,-1160.4333,1400.0297,-615.5609
BREEZE-KM_R-B_005,1129.8864,-3664.3596,-2557.4429
BREEZE-KM_R-B_006,-2042.2041,2492.602,-150.47984
BREEZE-KM_R-B_007,2787.1746,837.07385,5354.2812
BREEZE-KM_R-B_008,3725.5347,-1369.4738,4176.0015
BREEZE-KM_R-B_009,1615.3118,-4472.3413,-2126.109
BREEZE-KM_R-B_010,-4259.2314,6014.0796,-230.25563
BREEZE-KM_R-B_011,-872.65936,-2723.3962,-4701.645
BREEZE-KM_R-B_012,1230.6967,-4722.365,-3361.6123
BREEZE-KM_R-B_013,2772.3716,682.2512,4875.2476
BREEZE-KM_R-B_014,1678.4062,-796.243,1515.3204
BREEZE-KM_R-B_015,-157.76105,4964.8843,5075.1724
BREEZE-M_DEB_(ADAPTOR)_001,10385.029,-9541.748,6302.9707
BREEZE-M_DEB_(TANK)_001,6871.49,-7715.2085,3315.606
BREEZE-M_DEB_(TANK)_002,-4860.4287,1482.1334,-6782.782
BREEZE-M_DEB_(TANK)_003,1608.5358,7630.4346,10098.978
BREEZE-M_DEB_(TANK)_004,-709.615,1116.4843,598.9438
BREEZE-M_DEB_(TANK)_005,-1097.7554,7914.9766,6378.5244
BREEZE-M_DEB_(TANK)_006,4425.551,-4616.3267,1448.1718
BREEZE-M_DEB_(TANK)_007,888.3396,5073.1943,6379.0405
BREEZE-M_DEB_(TANK)_008,-487.86127,2227.8862,2343.4075
BREEZE-M_DEB_(TANK)_009,-5061.7554,2608.9639,-3481.3198
BREEZE-M_DEB_(TANK)_010,-5193.6025,11431.661,3309.8206
BREEZE-M_DEB_(TANK)_011,-6708.403,6940.2114,-2708.2556
BREEZE-M_DEB_(TANK)_012,-6836.2056,4384.731,-5990.3604
BREEZE-M_DEB_(TANK)_013,-1151.3517,-6395.837,-6377.8613
BREEZE-M_DEB_(TANK)_014,-3183.6196,-3956.3142,-8542.486
BREEZE-M_DEB_(TANK)_015,-4724.6123,11127.971,3591.0928
BREEZE-M_DEB_(TANK)_016,-6824.6904,1760.6615,-8157.5117
BREEZE-M_DEB_(TANK)_017,738.62,-8987.691,-6720.706
BREEZE-M_DEB_(TANK)_018,5662.373,4586.728,12824.608
BREEZE-M_DEB_(TANK)_019,6951.9062,-6278.9126,4468.1396
BREEZE-M_DEB_(TANK)_020,-5226.582,4257.7524,-2385.3481
BREEZE-M_DEB_(TANK)_021,4685.574,-7835.8364,-947.04626
BREEZE-M_DEB_(TANK)_022,-4766.859,10313.54,2806.1335
BREEZE-M_DEB_(TANK)_023,-3846.3938,-3524.9922,-7931.331
BREEZE-M_DEB_(TANK)_024,7767.993,-2979.6716,8681.131
BREEZE-M_DEB_(TANK)_025,-2491.1067,7508.056,3939.5427
BREEZE-M_DEB_(TANK)_026,-6341.1045,4621.692,-5750.7183
BREEZE-M_DEB_(TANK)_027,-3969.3174,-3764.747,-8466.625
BREEZE-M_DEB_(TANK)_028,5032.227,2890.2507,10679.8545
BREEZE-M_DEB_(TANK)_029,5846.9224,-12276.813,-2430.0
BREEZE-M_DEB_(TANK)_030,6277.36,-8527.585,441.00378
BREEZE-M_DEB_(TANK)_031,136.69437,-6591.5864,-5454.3745
BREEZE-M_DEB_(TANK)_032,-4206.006,2271.3828,-2758.0808
BREEZE-M_DEB_(TANK)_033,-5607.547,4105.401,-4319.6436
BREEZE-M_DEB_(TANK)_034,1659.6307,6093.2563,8902.866
BREEZE-M_DEB_(TANK)_035,4342.7837,-10600.807,-3493.1523
BREEZE-M_DEB_(TANK)_036,9188.8125,-5089.7896,8588.658
BREEZE-M_DEB_(TANK)_037,-5432.7983,-3220.3652,-10086.562
BREEZE-M_DEB_(TANK)_038,5142.8677,-4991.2427,2226.4417
BREEZE-M_DEB_(TANK)_039,1789.643,6890.482,9733.197
BREEZE-M_DEB_(TANK)_040,-3228.883,883.19916,-3650.3042
BREEZE-M_DEB_(TANK)_041,-7145.179,5406.7944,-3926.412
BREEZE-M_DEB_(TANK)_042,-4821.346,886.43744,-8068.806
BREEZE-M_DEB_(TANK)_043,7790.4893,-7084.9663,4594.667
BREEZE-M_DEB_(TANK)_044,-3611.5889,-711.75574,-5964.0664
BREEZE-M_DEB_(TANK)_045,-3938.547,8768.496,2660.6716
BREEZE-M_DEB_(TANK)_046,-6359.5303,2372.5728,-7945.76
BREEZE-M_DEB_(TANK)_047,-6726.8823,9512.644,-336.52295
BREEZE-M_DEB_(TANK)_048,5701.531,3971.254,12438.036
BREEZE-M_DEB_(TANK)_049,-2065.8096,11431.644,7483.9326
BREEZE-M_DEB_(TANK)_050,-2131.14,-4966.484,-7416.5693
BREEZE-M_DEB_(TANK)_051,1714.3193,-1866.0868,282.19772
BREEZE-M_DEB_(TANK)_052,-4591.2456,2484.1055,-4211.2837
BREEZE-M_DEB_(TANK)_053,-4293.235,-2774.0884,-8558.977
BREEZE-M_DEB_(TANK)_054,2120.4194,6988.534,10291.457
BREEZE-M_DEB_(TANK)_055,-1373.4468,9512.463,7257.5073
BREEZE-M_DEB_(TANK)_056,7236.311,-5318.3403,5752.959
BREEZE-M_DEB_(TANK)_057,-4759.7207,2113.8826,-4957.8438
BREEZE-M_DEB_(TANK)_058,4764.843,-281.13052,6904.1426
BREEZE-M_DEB_(TANK)_059,-8373.696,8043.727,-2710.501
BREEZE-M_DEB_(TANK)_060,-6502.269,9327.908,196.4201
BREEZE-M_DEB_(TANK)_061,508.7599,-4952.1753,-4471.773
BREEZE-M_DEB_(TANK)_062,7691.3066,-10518.992,1632.935
BREEZE-M_DEB_(TANK)_063,7960.5444,-10116.705,2309.7563
BREEZE-M_DEB_(TANK)_064,2374.3726,-10652.1455,-5972.639
BREEZE-M_DEB_(TANK)_065,-6892.8457,3902.4512,-5679.1704
BREEZE-M_DEB_(TANK)_066,7451.429,-6.99074,11132.605
BREEZE-M_DEB_(TANK)_067,129.41487,-8805.198,-7120.128
BREEZE-M_DEB_(TANK)_068,-7350.8125,3675.909,-7555.5405
BREEZE-M_DEB_(TANK)_069,-5688.668,6108.664,-2025.1433
BREEZE-M_DEB_(TANK)_070,-7273.475,8510.266,-2813.224
BREEZE-M_DEB_(TANK)_071,-6855.219,1720.3807,-9001.772
BREEZE-M_DEB_(TANK)_072,-6331.6367,558.19885,-8879.61
BREEZE-M_DEB_(TANK)_073,-6637.1475,658.94525,-9759.455
BREEZE-M_DEB_(TANK)_074,6512.987,-9082.351,786.6306
BREEZE-M_DEB_(TANK)_075,-6858.07,-298.96075,-10162.5
BREEZE-M_DEB_(TANK)_076,4753.0093,-1747.0817,5201.2173
BREEZE-M_DEB_(TANK)_077,-6340.3184,8917.084,701.3171
BREEZE-M_DEB_001,-6338.0034,9639.557,-398.1887
BREEZE-M_DEB_002,-3846.3147,-494.70868,-5922.122
BREEZE-M_DEB_003,-3298.1704,4619.44,-896.2495
BREEZE-M_DEB_004,-5611.316,11286.666,2462.0642
BREEZE-M_DEB_005,-4225.7324,3811.3818,-2139.0217
BREEZE-M_DEB_006,-2325.7246,-5838.525,-8903.151
BREEZE-M_DEB_007,-4187.082,7997.412,1948.8354
BREEZE-M_DEB_008,-6390.849,8002.1704,-2135.1826
BREEZE-M_DEB_009,-6519.4365,5078.44,-5448.714
BREEZE-M_DEB_010,-4855.777,8781.027,1769.9636
BREEZE-M_DEB_011,7444.8667,-2062.8435,9096.787
BREEZE-M_DEB_012,2080.0422,-5721.663,-2767.8599
BREEZE-M_DEB_013,8122.1567,-9108.775,3396.8171
BREEZE-M_DEB_014,4914.7817,-6232.383,861.4541
BREEZE-M_DEB_015,-6737.6245,1186.2966,-9288.392
BREEZE-M_DEB_016,-4188.888,6794.4067,204.64377
BREEZE-M_DEB_017,-2854.8645,2556.8943,-2353.6187
BREEZE-M_DEB_018,-3563.189,4515.534,-1469.2562
BREEZE-M_DEB_019,-2524.8252,9778.279,5831.981
BREEZE-M_DEB_020,-152.46497,8835.341,8516.908
BREEZE-M_DEB_021,-782.6186,8699.111,7479.727
BREEZE-M_DEB_022,4779.8755,3672.867,11076.19
BREEZE-M_DEB_023,2936.792,-2686.118,1068.6943
BREEZE-M_DEB_024,5472.952,1329.8362,9806.499
BREEZE-M_DEB_025,-657.56573,-5392.262,-5868.313
BREEZE-M_DEB_026,-7644.6177,6197.2764,-5333.143
BREEZE-M_DEB_027,4806.859,-5849.8267,1102.1598
BREEZE-M_DEB_028,-2296.0999,10030.083,6324.989
BREEZE-M_DEB_029,4745.5674,585.6378,7913.3184
BREEZE-M_DEB_030,2570.5789,-2605.771,849.52496
BREEZE-M_DEB_031,843.77783,-8084.8755,-6372.3047
BREEZE-M_DEB_032,6317.3647,2824.8086,12233.802
BREEZE-M_DEB_033,-6946.738,2206.2888,-9022.086
BREEZE-M_DEB_034,213.26959,9057.066,9187.202
BREEZE-M_DEB_035,4595.569,148.87862,7087.1304
BREEZE-M_DEB_036,6696.2715,-4019.4885,6049.735
BREEZE-M_DEB_037,-6775.447,11518.426,1535.5375
BREEZE-M_DEB_038,2781.3267,-764.64417,3556.0933
BREEZE-M_DEB_039,6013.0835,214.94937,9337.415
BREEZE-M_DEB_040,-4762.68,11363.662,3190.932
BREEZE-M_DEB_041,3725.5151,4798.0703,10565.095
BREEZE-M_DEB_042,5157.949,1545.3951,9462.44
BREEZE-M_DEB_043,-5532.7734,13027.391,3281.2642
BREEZE-M_DEB_044,6065.3105,2855.0122,11967.609
BREEZE-M_DEB_045,4578.357,4173.3867,11197.343
BREEZE-M_DEB_046,1574.7463,5940.8657,8543.392
BREEZE-M_DEB_047,6443.9326,-8082.629,1314.1777
BREEZE-M_DEB_048,-5165.2124,6316.936,-1622.4253
BREEZE-M_DEB_049,-6435.5967,548.08905,-9489.235
BREEZE-M_DEB_050,-5276.132,8038.9673,445.88812
BREEZE-M_DEB_051,-5622.5913,9882.861,519.6511
BREEZE-M_DEB_052,6470.296,1160.047,10985.524
BREEZE-M_DEB_053,-5955.8867,12231.222,2030.8821
BREEZE-M_DEB_054,-4761.421,13423.729,4838.0337
BREEZE-M_DEB_055,-5153.425,11575.549,3503.1035
BREEZE-M_DEB_056,2591.3315,-2481.644,560.3864
BREEZE-M_DEB_057,559.4458,1991.2821,2409.1755
BREEZE-M_DEB_058,3306.3074,-3371.7913,974.10034
BREEZE-M_DEB_059,7629.169,-3527.207,7849.947
BREEZE-M_DEB_060,994.2223,7775.775,9246.361
BREEZE-M_DEB_061,-6638.793,11679.91,936.14526
BREEZE-M_DEB_062,-2633.518,-2692.202,-6601.71
BREEZE-M_DEB_063,-1953.1671,8516.149,5066.5947
BREEZE-M_DEB_064,-4074.0176,13110.318,5720.178
BREEZE-M_DEB_065,6227.5747,438.521,9945.051
BREEZE-M_DEB_066,-6986.9785,5723.938,-5772.64
BREEZE-M_DEB_067,5336.4814,903.35266,9060.633
BREEZE-M_DEB_068,-7138.9614,609.36127,-9013.971
BREEZE-M_DEB_069,-5605.9844,-90.17237,-8554.603
BREEZE-M_DEB_070,1886.2941,-594.9066,2368.1084
BREEZE-M_DEB_071,3008.6895,-7312.8545,-2957.6943
BREEZE-M_DEB_072,-6865.99,11108.132,885.12964
BREEZE-M_DEB_073,4538.6997,4917.6367,11836.242
BREEZE-M_DEB_074,6033.0835,1507.8739,10648.793
BREEZE-M_DEB_075,8214.076,-7308.596,5007.504
BREEZE-M_DEB_076,5444.241,-2030.0693,6179.799
BREEZE-M_DEB_077,4627.113,-6467.295,127.15048
BREEZE-M_DEB_078,5941.2495,-11351.924,-1797.8811
BREEZE-M_DEB_079,6679.1978,-4327.151,5540.4683
BREEZE-M_DEB_080,-2630.5667,2125.6343,-3042.9827
BREEZE-M_DEB_081,-6622.585,1831.2144,-8731.052
BREEZE-M_DEB_082,-6947.7563,7084.378,-4414.0117
BREEZE-M_DEB_083,-1763.1122,-1353.2983,-5664.2896
BREEZE-M_DEB_084,1820.191,-231.33195,1949.0284
BREEZE-M_DEB_085,-3898.6558,-666.9826,-6375.2275
BREEZE-M_DEB_086,-2248.5522,-2706.2178,-6219.281
BREEZE-M_DEB_087,-3953.0076,5827.1577,88.12392
BREEZE-M_DEB_088,-1133.5109,-2951.0876,-4577.177
BREEZE-M_DEB_089,8671.15,-7267.428,5922.2783
BREEZE-M_DEB_090,-7342.2803,12169.962,949.0347
BREEZE-M_DEB_091,3041.1438,3392.848,8239.699
BREEZE-M_DEB_092,-4956.108,-1372.1927,-7103.743
BREEZE-M_DEB_093,7721.315,-10761.481,2227.3145
BREEZE-M_DEB_094,-1412.7322,7425.369,5082.4385
BREEZE-M_DEB_095,1914.7196,4891.9995,7960.244
BREEZE-M_DEB_096,10094.737,-5897.472,8953.63
BREEZE-M_DEB_097,9368.16,-10676.894,4402.9443
BREEZE-M_DEB_098,10207.795,-11133.698,4884.9785
BREEZE-M_DEB_099,-9315.936,9115.893,-4101.8887
BREEZE-M_DEB_100,-7469.3433,839.3426,-8727.862
BREEZE-M_DEB_101,10798.99,-9786.016,6600.3105
BREEZE-M_DEB_102,-7791.233,5939.497,-5474.786
BREEZE-M_DEB_103,2181.0706,6544.903,9873.863
BREEZE-M_DEB_104,9800.671,-7706.234,6966.8623
BREEZE-M_DEB_105,-1726.4232,-829.781,-3270.237
BREEZE-M_DEB_106,-7998.417,11146.094,-606.7266
BREEZE-M_DEB_107,-6806.45,-768.8368,-9149.629
BREEZE-M_R-B_001,10755.894,-8878.543,7260.15
BREEZE-M_R-B_002,-4795.5093,-4841.901,-9390.633
BREEZE-M_R-B_003,-5864.9727,-2789.1848,-9166.771
BREEZE-M_R-B_004,2797.0586,-9924.756,-4166.4204
BREEZE-M_R-B_005,-8379.428,3524.4045,-7753.685
BREEZE-M_R-B_006,-9404.291,7870.8467,-5852.899
BREEZE-M_R-B_007,4684.291,-8359.131,-816.4551
BREEZE-M_R-B_008,9881.221,-11104.394,4388.688
BREEZE-M_R-B_009,-5770.2583,13187.616,3089.3691
BREEZE-M_R-B_010,-8252.491,6041.697,-5829.66
BREEZE-M_R-B_011,-9179.254,7258.7075,-6225.888
BREEZE-M_R-B_012,3284.1318,4154.7573,9404.211
BREEZE-M_R-B_013,-611.1665,9515.351,8353.559
BREEZE-M_R-B_014,10616.434,-7049.5454,8612.242
BREEZE-M_R-B_015,-1176.409,5461.216,3615.0928
BREEZE-M_R-B_016,9818.677,-9699.799,5388.387
BREEZE-M_R-B_017,-4423.8555,-1142.7759,-6580.113
BREEZE-M_R-B_018,-9425.913,8610.882,-4861.02
BREEZE-M_R-B_019,-5861.5664,12311.311,2476.1604
BREEZE-M_R-B_020,-5950.4985,13550.184,2919.1738
BREEZE-M_R-B_021,8428.193,-12526.325,1638.0204
BREEZE-M_R-B_022,9138.872,-3565.3687,9890.49
BREEZE-M_R-B_023,-7324.626,8684.53,-3050.2754
BREEZE-M_R-B_024,-3676.8303,-1734.2399,-6320.054
BREEZE-M_R-B_025,-3042.5168,-2002.1321,-6197.2803
BREEZE-M_R-B_026,-7734.672,7855.63,-4129.943
BREEZE-M_R-B_027,-8236.338,5620.5337,-6700.4873
BREEZE-M_R-B_028,9915.608,-11747.766,4010.5803
BREEZE-M_R-B_029,6954.5776,-411.89584,10008.153
BREEZE-M_R-B_030,3036.112,6597.3613,11138.044
BREEZE-M_R-B_031,-6907.1147,8761.819,-1407.24
BREEZE-M_R-B_032,10102.798,-9498.789,6044.0063
BREEZE-M_R-B_033,3976.7832,3217.4346,9468.658
BREEZE-M_R-B_034,-6325.481,8175.2197,-1284.5345
BREEZE-M_R-B_035,9774.392,-11635.296,3940.5652
BREEZE-M_R-B_036,-3949.0237,12831.622,5318.47
BREEZE-M_R-B_037,-7478.981,6730.38,-4411.6514
BREEZE-M_R-B_038,-4254.915,-5088.9355,-9270.803
BREEZE-M_R-B_039,571.02875,-4259.1177,-3083.9475
BREEZE-M_R-B_040,2196.6018,-6993.717,-2684.8394
BREEZE-M_R-B_041,-8747.468,8493.454,-3708.2207
BREEZE-M_R-B_042,579.70355,7616.613,8468.168
BREEZE-M_R-B_043,9527.292,-10851.372,4013.3672
BREEZE-M_R-B_044,7482.435,298.82565,11441.201
BREEZE-M_R-B_045,-6932.3745,13296.057,1751.6957
BREEZE-M_R-B_046,-7990.834,2213.6528,-8497.109
BREEZE-M_R-B_047,2869.6785,5969.3237,10536.119
BREEZE-M_R-B_048,-3392.2844,12077.889,5694.6685
BREEZE-M_R-B_049,9603.781,-5577.5063,8677.538
BREEZE-M_R-B_050,3632.6472,-3656.864,1873.1079
BREEZE-M_R-B_051,3926.096,-8634.355,-3389.2612
BREEZE-M_R-B_052,-7530.426,1025.1224,-8933.674
BREEZE-M_R-B_053,5210.532,-12606.409,-2231.5635
BREEZE-M_R-B_054,2405.8003,-8246.835,-2489.9397
BREEZE-M_R-B_055,11412.785,-8006.5728,8858.6455
BREEZE-M_R-B_056,10019.823,-10445.188,5223.2485
BREEZE-M_R-B_057,-6897.7036,2493.995,-7173.1963
BREEZE-M_R-B_058,10056.005,-10857.654,4744.476
BREEZE-M_R-B_059,2932.1248,-2077.7417,2380.516
BREEZE-M_R-B_060,10764.092,-10578.277,5925.1997
BREEZE-M_R-B_061,10440.586,-7136.7163,8291.345
BREEZE-M_R-B_062,-9022.419,5053.3535,-8171.133
BREEZE-M_R-B_063,9880.177,-8354.525,6436.0854
BREEZE-M_R-B_064,5178.5947,1477.1086,9436.828
BREEZE-M_R-B_065,10584.588,-9330.7705,6642.453
BREEZE-M_R-B_066,-4961.379,-1266.2557,-8173.3438
BREEZE-M_R-B_067,-2036.2793,-7280.67,-8873.96
BREEZE-M_R-B_068,1920.7915,7997.745,10675.229
BREEZE-M_R-B_069,6790.1084,1811.9155,11908.498
BREEZE-M_R-B_070,-3322.0757,-6285.8423,-8435.596
BREEZE-M_R-B_071,-1952.2931,-7776.479,-7788.608
BREEZE-M_R-B_072,-9757.231,8345.33,-6823.539
BREEZE-M_R-B_073,8070.092,-12595.009,1193.2852
BREEZE-M_R-B_074,-26.496609,8898.23,8463.796
BREEZE-M_R-B_075,10119.357,-11504.723,4476.6753
BREEZE-M_R-B_076,2059.4236,-10874.026,-5083.2695
BREEZE-M_R-B_077,8029.3447,-12562.288,1238.7667
BREEZE-M_R-B_078,-8428.397,11759.989,-986.85156
BREEZE-M_R-B_079,-5644.99,13663.08,3513.5803
BREEZE-M_R-B_080,-9095.338,6083.5005,-7278.518
BREEZE-M_R-B_081,-7353.7754,12069.816,46.9647
BREEZE-M_R-B_082,5386.262,-6299.6807,2068.5398
BREEZE-M_R-B_083,-7430.733,12766.12,854.51086
BREEZE-M_R-B_084,-8884.543,10948.658,-2080.8223
BREEZE-M_R-B_085,5516.161,-369.40234,7933.065
BREEZE-M_R-B_086,-8632.7295,3870.7163,-8321.133
BREEZE-M_R-B_087,776.265,-10870.801,-7348.865
BREEZE-M_R-B_088,-8847.944,5501.9272,-7511.369
BREEZE-M_R-B_089,-9330.902,9888.764,-3438.458
BREEZE-M_R-B_090,6124.206,-4037.4683,5063.608
BREEZE-M_R-B_091,6437.765,-4853.4854,4820.9307
BREEZE-M_R-B_092,-9422.077,8147.889,-5144.8374
BREEZE-M_R-B_093,-9519.366,8652.834,-4816.0215
BREEZE-M_R-B_094,-6619.6245,-1557.4023,-9900.615
BREEZE-M_R-B_095,10275.27,-11505.519,4721.932
BREEZE-M_R-B_096,-8380.009,8573.885,-3156.6008
BREEZE-M_R-B_097,-5338.207,-2219.4717,-8431.289
BREEZE-M_R-B_098,9101.822,-12808.108,2484.6187
BREEZE-M_R-B_099,8181.2817,-12411.683,1655.7861
BREEZE_M_R-B_001,6961.5317,-12393.565,-63.83324
BRIK-II_001,2371.5842,-5091.776,-2017.8763
BRIO_001,1561.9744,2860.942,5584.3975
BRISAT_001,10493.131,-6776.497,8684.301
BRITE-A_TUGSAT-1_001,2440.3794,-682.3245,3093.0103
BRITE-PL_001,-455.0569,3119.1946,2746.425
BRITE-PL_2_001,1612.7147,3162.8594,5939.6855
BRITE-U_UNIBRITE_001,-3879.564,4815.299,-1019.0438
BRITE_TORONTO_001,-129.84193,4759.5586,4895.2896
BRO-10_001,4233.2124,-2085.7588,4253.8477
BRO-11_001,-2834.2788,-1433.3704,-5972.007
BRO-12_001,1184.4395,715.20074,2447.1926
BRO-13_001,1203.2858,-324.56378,1281.5747
BRO-14_001,1811.2017,2730.5852,5830.3135
BRO-15_001,-3717.352,3656.3323,-1650.2477
BRO-16_001,-2770.6128,4127.4824,297.05905
BRO-1_001,3772.4033,-544.1588,5222.7783
BRO-5_001,-4140.2188,1133.5944,-5147.5547
BRO-6_001,4115.8623,-2256.7344,3874.9163
BRO-7_001,-3220.5073,1743.766,-2925.8708
BRO-8_001,4644.2207,-2113.4707,4917.613
BRO-9_001,941.31946,2862.5703,4672.199
BS-2B_(YURI_2B)_001,10760.992,-7670.307,8271.824
BS-3A_(YURI_3A)_001,7396.7383,-12969.577,30.871117
BS-3B_(YURI_3B)_001,4035.037,5878.184,11877.205
BS-3N_001,-6197.687,13840.473,2840.531
BSAT-1A_001,6885.791,1104.5748,11394.735
BSAT-1B_001,-7536.5605,838.8749,-8795.936
BSAT-2A_001,6195.6465,2065.8203,11370.306
BSAT-2C_001,6383.218,1725.6396,11305.376
BSAT-3A_001,3508.1128,5544.252,10869.617
BSAT-3B_001,10087.969,-11170.904,4818.679
BSAT-3C_001,10092.792,-11167.951,4826.0156
BSAT-4A_001,10080.981,-11182.633,4800.351
BSAT-4B_001,10086.0625,-11175.925,4812.0605
BUGSAT_1_001,-4506.2734,3299.4814,-3326.6135
BULGARIASAT-1_001,-6816.3086,-1057.671,-9325.638
BUZZZER-1_001,-3423.8545,-502.35852,-5771.2437
CALIPSO_001,-1557.4758,5593.3335,3545.919
CALSPHERE_1_001,-191.03593,4843.143,4850.6636
CALSPHERE_2_001,-962.71295,2405.4802,736.1441
CALSPHERE_4(A)_001,-3177.6206,23.140217,-5266.167
CANX-1_001,-726.8823,-3471.9187,-5170.3843
CANX-2_001,1119.4043,-1550.7169,252.9742
CANX-4_001,1595.6647,1789.6171,4479.409
CANX-5_001,2816.2021,233.03275,4657.049
CANX-6_001,996.83673,1911.9855,3826.7256
CAPELLA-1(WHITNEY)_001,-3705.36,822.42664,-4991.6675
CAPELLA-11_(ACADIA)_001,-3672.0293,292.53165,-5471.7896
CAPELLA-13_(ACADIA)_001,-3819.2026,2587.416,-2845.3618
CAPELLA-14_(ACADIA)_001,52.06262,4554.8726,4916.589
CAPELLA-15_(ACADIA)_001,4418.7456,-2340.095,4276.0493
CAPE_1_001,541.71954,-197.70885,846.8705
CARBONITE_1_001,-2721.2617,421.6189,-4060.6587
CARBONITE_2_001,-343.91983,-3677.808,-4707.073
CARTOSAT-1_001,2737.7656,-5718.4185,-1909.9888
CARTOSAT_2A_001,4719.47,-2122.541,5031.8013
CARTOSAT_2B_001,-4230.6987,1208.3602,-5299.943
CARTOSAT_2C_001,3275.931,-5180.8555,-550.238
CARTOSAT_2D_001,-2775.7336,4944.101,1125.3018
CARTOSAT_2E_001,-4011.9727,764.8131,-5434.012
CARTOSAT_2F_001,3687.1829,164.16304,5929.678
CARTOSAT_3_001,-1112.8083,4518.0635,3243.0898
CAS500-1_001,-3382.897,3529.0642,-1211.862
CASSIOPE_001,-1483.9099,-3187.1504,-5792.847
CATSAT_001,-3212.4907,341.23257,-4841.0776
CAT_3_001,-7794.2495,7020.36,-4592.941
CAT_4_001,4319.231,3409.7012,10134.826
CBERS-4_001,4709.471,-1943.869,5186.608
CBERS_1_001,2744.9438,-4938.2637,-843.04456
CBERS_1_DEB_001,-419.69574,219.75153,-310.42606
CBERS_1_DEB_002,-4381.2104,3054.407,-3718.7908
CBERS_1_DEB_003,1847.515,2332.639,5514.574
CBERS_1_DEB_004,-1747.713,-1637.2336,-4925.9497
CBERS_1_DEB_005,-1241.6846,5338.3457,3855.9863
CBERS_1_DEB_006,-4378.0137,5020.0283,-1356.5891
CBERS_2B_001,-1026.3423,-1841.7028,-3350.8027
CBERS_2_001,344.01428,-2055.2017,-1478.422
CBERS_4A_001,-4170.8135,3095.29,-2960.7258
CCE_1_(AMPTE)_001,-1391.7054,10751.559,7863.2705
CE-SAT-IE_001,-3742.897,4990.054,-324.04752
CE-SAT_1_001,-116.83062,-3789.3662,-4541.8594
CE-SAT_IIB_001,3846.0842,-4823.8545,742.8651
CELESTIS_02-TAURUS_R-B_001,-184.73308,4565.9434,4680.4897
CELESTIS_17-SHERPA-FX1_001,-1563.0446,4892.3174,2937.5156
CELESTIS_21-VARISAT_1C_001,-571.0375,2201.5303,1299.991
CELTEE_1_001,-2480.4412,5731.0576,2274.5251
CENTAURI-1_001,-3945.214,665.71497,-5478.564
CENTAURI-6_001,4245.331,-5488.3525,656.05334
CENTAURI-7_001,-4033.9104,1640.1282,-4314.2764
CENTAURI-8_001,-3278.9722,3880.8806,-735.20264
CENTISPACE-1_S10_001,4189.335,-4005.5347,2078.3318
CENTISPACE-1_S11_001,-4582.395,3854.8354,-2763.3184
CENTISPACE-1_S12_001,-2811.861,1027.7977,-3661.147
CENTISPACE-1_S13_001,-4768.5913,3441.9983,-3695.5408
CENTISPACE-1_S14_001,4438.9463,-2739.3054,3973.7485
CENTISPACE-1_S15_001,4682.1484,-4084.2053,2825.2808
CENTISPACE-1_S16_001,4530.7583,-4081.1035,2572.7751
CENTISPACE-1_S1_001,1445.5209,2730.645,5326.726
CENTISPACE-1_S3_001,679.48474,-4432.626,-3523.4963
CENTISPACE-1_S4_001,-2420.9014,6014.156,2670.927
CENTISPACE-1_S5_001,109.02324,1075.9772,1520.9144
CENTISPACE-1_S6_001,-3923.3413,1672.5745,-4517.052
CENTISPACE-1_S7_001,-4528.492,2992.881,-3917.3809
CENTISPACE-1_S8_001,-4797.3696,3740.6943,-3311.689
CENTISPACE-1_S9_001,-3943.8816,3676.7817,-1887.6338
CERISE_001,-2038.4435,3388.9375,277.0466
CFOSAT_001,3988.9873,-4570.923,1441.4567
CHALLENGEONE_001,-3406.054,-542.907,-5772.2134
CHAMRAN-1_001,-1752.7238,-2397.603,-5067.6562
CHECKMATE_10_001,-638.9252,4054.376,3592.0698
CHECKMATE_1_001,2632.6125,-5452.078,-1908.3341
