satellite,x_km,y_km,z_km
STARLINK-30162_001,-3694.928,4998.257,-517.7106
STARLINK-30163_001,-3488.3584,-599.2127,-5981.6523
STARLINK-30164_001,-3007.1904,1313.3596,-2895.6404
STARLINK-30165_001,-1911.9698,5837.77,3235.5833
STARLINK-30166_001,1409.963,-2014.4924,171.26823
STARLINK-30168_001,3010.4973,-6040.5845,-1781.2467
STARLINK-30169_001,3804.7104,-5487.8037,-77.59793
STARLINK-30170_001,-2398.1438,-2279.4077,-6021.711
STARLINK-30171_001,3098.215,-6058.979,-1671.4244
STARLINK-30172_001,-226.8563,-4344.1665,-4828.93
STARLINK-30173_001,-584.33417,4586.6196,3911.4492
STARLINK-30174_001,-1552.577,1941.0967,-730.74695
STARLINK-30175_001,-3487.1968,-617.40155,-6000.8867
STARLINK-30176_001,1231.8677,3345.0496,5456.2646
STARLINK-30177_001,-2494.6426,4137.0586,360.28372
STARLINK-30178_001,-2338.932,5671.071,2308.8127
STARLINK-30180_001,-4080.1067,749.26105,-5492.9863
STARLINK-30181_001,-3555.7915,5575.94,333.69644
STARLINK-30182_001,1150.1552,-5054.558,-3460.1665
STARLINK-30183_001,-3193.8875,5571.6997,874.95386
STARLINK-30184_001,2588.3665,-2307.1033,1583.9264
STARLINK-30185_001,-3942.3718,5561.9917,-12.629054
STARLINK-30186_001,1898.3585,-5797.957,-3220.558
STARLINK-30187_001,4512.754,-4736.705,1821.4945
STARLINK-30188_001,-617.02527,-4142.816,-5242.432
STARLINK-30189_001,-3104.5024,-1352.6481,-6137.912
STARLINK-30190_001,-1131.3174,5431.184,4005.702
STARLINK-30191_001,-3677.172,4986.9326,-503.47192
STARLINK-30192_001,-4506.646,2663.7798,-4181.4883
STARLINK-30193_001,3580.8718,-4939.4307,373.59348
STARLINK-30194_001,-3252.2212,-1035.2875,-6040.531
STARLINK-30195_001,-4218.321,1089.3937,-5361.5884
STARLINK-30196_001,-4701.758,3553.9448,-3498.7783
STARLINK-30197_001,1975.3475,2855.2202,6122.5405
STARLINK-30198_001,-1577.2964,4298.1987,1991.2979
STARLINK-30199_001,-3269.7573,3208.559,-1858.6935
STARLINK-30200_001,3628.462,-2848.0728,2591.9385
STARLINK-30201_001,142.20425,-4002.6814,-3871.4368
STARLINK-30203_001,-3502.7063,5599.2676,714.94104
STARLINK-30204_001,4023.2048,-5710.5205,88.45646
STARLINK-30205_001,-1559.3953,-3261.5198,-5742.867
STARLINK-30206_001,2987.1343,-2812.9678,1652.08
STARLINK-30207_001,4162.744,-1648.1254,4643.1733
STARLINK-30208_001,4434.4893,-2577.879,4081.0012
STARLINK-30209_001,-3756.1067,3049.0173,-2752.0364
STARLINK-30210_001,962.43195,-4208.712,-2849.8223
STARLINK-30211_001,3072.5298,-2981.3706,1606.7183
STARLINK-30212_001,1280.4937,-5188.7715,-3442.5742
STARLINK-30213_001,151.8073,-4033.2043,-3909.2322
STARLINK-30214_001,1550.6093,3270.689,5902.587
STARLINK-30215_001,-1867.9652,5558.739,2928.626
STARLINK-30216_001,-3986.037,294.03366,-5785.451
STARLINK-30217_001,-2678.395,-1967.5787,-6123.658
STARLINK-30218_001,4532.069,-5396.787,1308.306
STARLINK-30219_001,2216.893,-5835.8906,-2728.0522
STARLINK-30221_001,3608.204,513.51086,6099.0396
STARLINK-30222_001,2487.7,-5300.156,-1665.7288
STARLINK-30223_001,3902.7905,-4517.757,1052.22
STARLINK-30224_001,4197.562,-1012.23096,5357.7407
STARLINK-30225_001,-4550.799,1998.0453,-4885.521
STARLINK-30226_001,-1314.0195,5158.318,3371.636
STARLINK-30227_001,3175.2336,-906.5057,3712.429
STARLINK-30228_001,-1555.7367,5461.2827,3339.9678
STARLINK-30229_001,-603.8198,5076.604,4445.607
STARLINK-30230_001,-3557.817,3148.3838,-1783.2839
STARLINK-30231_001,2107.9307,369.21704,3421.1555
STARLINK-30232_001,750.18854,3544.9763,4911.4365
STARLINK-30233_001,1431.9783,-4254.599,-2188.146
STARLINK-30234_001,-1381.3353,-2981.943,-5103.932
STARLINK-30235_001,-3988.0913,945.45844,-5235.8794
STARLINK-30236_001,-1104.9688,-3375.8552,-5107.3003
STARLINK-30237_001,4667.974,-3514.5288,3465.3354
STARLINK-30238_001,3870.3396,-2203.3638,3627.4983
STARLINK-30239_001,-2797.6345,4080.9312,-173.7589
STARLINK-30240_001,-4347.6396,4060.6707,-2488.5435
STARLINK-30241_001,3153.686,-3545.3826,1150.5238
STARLINK-30242_001,-329.94897,-183.0325,-523.93567
STARLINK-30243_001,-1134.117,997.9287,-1138.5262
STARLINK-30244_001,-4414.636,5252.874,-1150.3213
STARLINK-30245_001,-3749.2307,4552.539,-1128.8628
STARLINK-30246_001,-4252.958,4942.9263,-1103.2318
STARLINK-30247_001,4741.6997,-4867.742,2197.6545
STARLINK-30248_001,56.388134,61.57566,-301.23
STARLINK-30249_001,-1669.9227,1524.8335,-642.9087
STARLINK-30250_001,1277.2344,-5381.623,-3684.8608
STARLINK-30251_001,3200.1396,-5990.741,-1470.0635
STARLINK-30252_001,2812.6003,-4369.9023,-187.13184
STARLINK-30253_001,122.78029,-4393.0493,-4361.4907
STARLINK-30254_001,650.624,1161.9833,2021.3677
STARLINK-30255_001,-4128.2974,4993.5884,-1160.2821
STARLINK-30256_001,-3922.9426,4096.503,-1376.966
STARLINK-30257_001,-1044.2068,-3026.4253,-4642.068
STARLINK-30258_001,2147.5627,-2383.5974,384.19827
STARLINK-30259_001,-3724.4158,5305.1567,107.49468
STARLINK-30260_001,-3090.2349,581.5616,-3821.7954
STARLINK-30261_001,-3712.2566,2486.1597,-2728.5051
STARLINK-30262_001,-2481.7917,5329.8584,1718.5862
STARLINK-30263_001,3650.1143,-3725.2117,1759.8835
STARLINK-30264_001,-93.08578,-4559.8267,-4910.0215
STARLINK-30265_001,2531.2766,-2606.9907,1235.3564
STARLINK-30266_001,2214.8083,1041.0703,4382.185
STARLINK-30267_001,-4868.674,3955.555,-3153.6836
STARLINK-30268_001,2343.2974,-5935.15,-2677.0881
STARLINK-30269_001,4029.347,-4427.44,1319.22
STARLINK-30270_001,3811.7222,-2802.276,2659.7346
STARLINK-30271_001,4799.8174,-2471.4065,4689.7285
STARLINK-30272_001,3101.9062,-3786.023,439.91113
STARLINK-30273_001,4261.013,-759.17865,5689.7837
STARLINK-30274_001,-2163.3113,-2579.202,-6025.103
STARLINK-30275_001,2593.488,2069.565,6233.608
STARLINK-30276_001,604.4242,-781.0248,-357.54803
STARLINK-30277_001,2355.6133,-407.66904,2932.064
STARLINK-30278_001,293.9681,4462.981,5236.0273
STARLINK-30279_001,-4662.0024,1969.0033,-4976.238
STARLINK-30280_001,4712.5635,-4866.938,2091.3535
STARLINK-30281_001,-4058.2021,2819.848,-3477.4731
STARLINK-30282_001,-4799.991,2541.9045,-4585.594
STARLINK-30283_001,-4730.212,2424.9521,-4565.232
STARLINK-30284_001,205.36604,4363.9834,4940.833
STARLINK-30285_001,3094.279,-4973.295,-757.1391
STARLINK-30286_001,4309.839,-4482.8657,1777.0244
STARLINK-30287_001,4675.6367,-3251.6555,3776.9946
STARLINK-30288_001,-4617.1147,3289.483,-3684.074
STARLINK-30289_001,3007.1533,-3412.2473,701.3302
STARLINK-30290_001,-835.1024,4867.796,3827.0295
STARLINK-30291_001,2758.1792,-2137.8691,1641.033
STARLINK-30292_001,-3074.546,3668.152,-505.80264
STARLINK-30294_001,1622.9325,-1764.8683,200.56921
STARLINK-30295_001,-3763.0647,5906.279,511.53122
STARLINK-30296_001,-4550.203,5184.863,-1396.955
STARLINK-30297_001,-4182.7363,717.94806,-5553.377
STARLINK-30298_001,-4709.9736,4819.388,-2012.7285
STARLINK-30299_001,3494.8286,-3677.8499,1241.1537
STARLINK-30300_001,4306.731,-3255.5667,3051.193
STARLINK-30301_001,3071.9712,-5750.9116,-1495.2859
STARLINK-30303_001,-1224.0789,5487.7554,3942.8616
STARLINK-30304_001,-4390.439,2420.6956,-4298.917
STARLINK-30305_001,-1056.3944,-2526.022,-4113.1973
STARLINK-30306_001,-4370.3945,4431.388,-2131.5671
STARLINK-30307_001,-2798.369,1414.3584,-3159.3418
STARLINK-30308_001,3881.2983,-183.26018,5745.5327
STARLINK-30309_001,-3713.8105,3703.3943,-2033.5636
STARLINK-30310_001,-1002.42596,-1082.5328,-2505.7925
STARLINK-30311_001,-3367.0715,3323.0354,-1327.388
STARLINK-30312_001,998.14044,-1094.8925,533.3409
STARLINK-30313_001,-3302.0127,-988.7526,-6042.546
STARLINK-30315_001,4808.8184,-3515.6873,3621.0728
STARLINK-30316_001,-3046.4854,6035.3315,1716.8263
STARLINK-30317_001,-2610.5132,5996.2114,2335.5908
STARLINK-30318_001,2931.9084,-1964.064,2511.1045
STARLINK-30320_001,1114.6333,3716.0427,5723.3296
STARLINK-30321_001,3358.4448,970.0831,6201.197
STARLINK-30322_001,2181.7078,2584.2678,6159.7334
STARLINK-30323_001,-4396.706,5262.998,-1155.7146
STARLINK-30324_001,-687.47577,572.9254,-199.74982
STARLINK-30325_001,1924.9346,-1702.3676,799.3198
STARLINK-30326_001,2233.0977,-2419.2812,495.87762
STARLINK-30327_001,3384.2102,-2799.2437,2320.22
STARLINK-30328_001,-3496.8027,4259.059,-1091.0472
STARLINK-30329_001,-4635.331,4726.8975,-2086.6846
STARLINK-30330_001,-4564.186,4641.3696,-1938.127
STARLINK-30331_001,-4079.6526,651.83875,-5538.801
STARLINK-30332_001,-4792.654,3454.7158,-3634.4185
STARLINK-30333_001,1443.9454,-928.5751,1368.6299
STARLINK-30334_001,-1614.7625,891.7648,-1992.8118
STARLINK-30335_001,4932.014,-3507.1333,3869.4385
STARLINK-30336_001,-256.42566,246.12265,73.68136
STARLINK-30338_001,-3073.9016,2026.5986,-2943.648
STARLINK-30339_001,-4697.522,5030.054,-1849.0962
STARLINK-30340_001,-3984.2573,191.80052,-5810.266
STARLINK-30341_001,-4111.045,2982.4404,-2875.3135
STARLINK-30342_001,-4629.5625,3353.4036,-3366.3962
STARLINK-30343_001,-3754.0737,121.93213,-5451.275
STARLINK-30344_001,-2429.9924,1426.1688,-2596.6794
STARLINK-30345_001,-1848.7759,1348.6694,-1132.3549
STARLINK-30346_001,4009.8105,-2735.7537,3323.5884
STARLINK-30347_001,-2750.2686,2373.797,-1390.3136
STARLINK-30348_001,3357.0217,-2667.8884,2106.0994
STARLINK-30349_001,170.53421,-445.7597,-661.0516
STARLINK-30350_001,3727.4302,-1069.6815,4623.7456
STARLINK-30351_001,4145.8477,-481.03323,5850.52
STARLINK-30352_001,-2235.762,-710.0115,-3949.578
STARLINK-30353_001,1718.7717,-5550.1953,-3140.1694
STARLINK-30354_001,-3504.958,1710.561,-3840.914
STARLINK-30355_001,3362.2412,-1627.8788,3472.006
STARLINK-30356_001,-4087.7605,878.5854,-5413.9355
STARLINK-30357_001,-3150.7756,-296.05923,-4910.024
STARLINK-30358_001,-850.2081,5276.6953,4262.649
STARLINK-30359_001,-2168.385,-1455.7963,-4647.367
STARLINK-30360_001,1496.0463,-2756.7124,-541.381
STARLINK-30361_001,-2012.8071,1413.9562,-1973.1655
STARLINK-30362_001,-3129.6477,1379.8472,-3677.784
STARLINK-30363_001,4221.73,-1291.722,5128.8013
STARLINK-30364_001,-579.59924,1238.1987,97.40148
STARLINK-30365_001,2297.9185,510.01437,3967.5364
STARLINK-30366_001,429.76086,-1341.0543,-642.6573
STARLINK-30367_001,-2786.7178,2350.2263,-2094.69
STARLINK-30368_001,985.54926,892.2369,2255.1135
STARLINK-30369_001,3751.2085,-819.64276,4911.763
STARLINK-30370_001,4423.2056,-1196.4172,5513.1426
STARLINK-30371_001,-4057.178,504.45645,-5616.9595
STARLINK-30372_001,-3482.218,1453.9125,-4099.8335
STARLINK-30373_001,-3693.2896,1174.8811,-4656.875
STARLINK-30374_001,-57.781693,4318.173,4461.951
STARLINK-30375_001,3605.658,-1327.683,4175.715
STARLINK-30376_001,-284.84717,2691.2092,2260.4495
STARLINK-30377_001,3244.53,1153.478,6241.2305
STARLINK-30378_001,-3796.828,111.55097,-5754.098
STARLINK-30379_001,-2751.5967,4835.813,736.17334
STARLINK-30380_001,-1588.7401,2710.9548,178.1354
STARLINK-30381_001,-3825.787,894.3848,-5095.462
STARLINK-30382_001,2185.5188,1902.8649,5384.2593
STARLINK-30383_001,-2119.1072,-2024.8533,-5191.153
STARLINK-30384_001,193.87866,-2806.4412,-2544.972
STARLINK-30385_001,-3583.9207,-417.98108,-5809.68
STARLINK-30386_001,-3906.3296,352.67935,-5669.03
STARLINK-30387_001,-3049.548,-908.698,-5432.7383
STARLINK-30388_001,3003.2312,1331.8292,6052.07
STARLINK-30389_001,3548.061,675.11127,6187.92
STARLINK-30390_001,-1249.3356,-3460.755,-5446.272
STARLINK-30391_001,-3214.6125,-1145.8047,-6109.0493
STARLINK-30392_001,-2755.109,5545.141,1798.3262
STARLINK-30393_001,-3242.3142,-1143.867,-6088.2944
STARLINK-30394_001,-1474.9767,4837.031,2752.6287
STARLINK-30395_001,-3712.1948,4239.9565,-1381.4191
STARLINK-30396_001,-3955.8289,1172.8925,-4551.5664
STARLINK-30397_001,-2916.6099,-1404.34,-5792.573
STARLINK-30398_001,-4239.33,1746.1772,-4770.3096
STARLINK-30399_001,-25.23401,1006.3117,1244.7473
STARLINK-30400_001,2939.0454,-1272.7964,3263.5276
STARLINK-30401_001,-2354.189,-2369.1873,-6020.828
STARLINK-30402_001,4181.201,-2125.3967,4173.455
STARLINK-30403_001,-4211.901,3133.3496,-3302.468
STARLINK-30404_001,-2992.008,2955.2822,-1122.619
STARLINK-30405_001,1560.4098,-5542.7314,-3464.6736
STARLINK-30407_001,3495.6526,700.739,6135.659
STARLINK-30408_001,2621.274,-4751.0894,-894.8075
STARLINK-30409_001,3544.384,-4164.0015,1110.643
STARLINK-30410_001,771.2633,-4886.251,-3923.1904
STARLINK-30411_001,4079.1968,-3034.5842,3079.7686
STARLINK-30412_001,-2261.3435,5809.6416,2732.6323
STARLINK-30413_001,9.603621,-4292.806,-4389.715
STARLINK-30414_001,-1615.7736,5580.83,3415.3035
STARLINK-30415_001,2211.7947,-4826.219,-1594.9463
STARLINK-30416_001,2235.9805,-5803.241,-2774.5261
STARLINK-30418_001,2370.0193,2368.0696,6208.627
STARLINK-30421_001,3560.6367,151.78014,5645.0166
STARLINK-30422_001,3876.0383,-236.97205,5702.8613
STARLINK-30423_001,-1269.5964,-1886.062,-3747.4607
STARLINK-30424_001,-2715.9397,5612.0474,1906.8373
STARLINK-30425_001,-2740.045,1851.3134,-1914.9246
STARLINK-30426_001,-2098.8425,-74.714836,-3029.8914
STARLINK-30427_001,1315.3186,-5500.709,-3743.3853
STARLINK-30428_001,3843.2883,1.5734229,5853.4277
STARLINK-30429_001,1720.4556,3130.1882,6020.1123
STARLINK-3042_001,2104.246,2378.1082,5792.983
STARLINK-30430_001,2781.5051,-5633.3315,-1845.0751
STARLINK-30431_001,-3034.847,4829.7266,716.0717
STARLINK-30432_001,-222.67969,-4506.7485,-5058.9287
STARLINK-30433_001,201.32735,4540.6797,5142.734
STARLINK-30434_001,3037.8718,1504.2908,6290.2407
STARLINK-30435_001,-82.89692,-3846.891,-4081.864
STARLINK-30436_001,-3984.1267,5858.2646,57.551964
STARLINK-30437_001,343.65445,459.25784,718.99005
STARLINK-30438_001,-1672.1162,383.97556,-2576.4536
STARLINK-30439_001,2789.1804,-6003.6235,-1986.5304
STARLINK-3043_001,-1364.0338,-3402.4646,-5666.393
STARLINK-30440_001,4784.195,-4192.782,2828.8152
STARLINK-30441_001,-1713.2576,-3129.2212,-5867.8076
STARLINK-30442_001,3987.3596,-5867.385,4.052869
STARLINK-30443_001,-1367.8076,-3439.3853,-5658.8906
STARLINK-30444_001,4725.247,-2003.3054,5079.871
STARLINK-30445_001,4972.4487,-3673.2812,3732.7366
STARLINK-30446_001,-3572.17,-590.0892,-6037.683
STARLINK-30447_001,-4381.6514,4844.037,-1672.8138
STARLINK-30448_001,1811.2028,2838.364,5823.3438
STARLINK-30449_001,-4706.999,4824.7285,-1964.4448
STARLINK-3044_001,-2825.5588,5540.5767,1404.3347
STARLINK-30450_001,-3910.4866,535.6872,-5200.6978
STARLINK-30451_001,-4830.549,3416.4177,-3602.664
STARLINK-30452_001,4624.223,-2546.0713,4288.4746
STARLINK-30453_001,-1694.6271,5759.208,3472.4912
STARLINK-30454_001,-1791.9607,-2889.4639,-5686.026
STARLINK-30455_001,-1732.5103,159.24959,-2982.777
STARLINK-30456_001,-4724.1323,3389.1062,-3618.8442
STARLINK-30457_001,3157.427,1177.6205,6095.326
STARLINK-30458_001,-3229.9954,6057.107,1454.3088
STARLINK-30459_001,235.39201,-4355.097,-4121.766
STARLINK-3045_001,1441.2644,1501.1987,3649.7554
STARLINK-30460_001,4764.667,-4997.6406,2075.7095
STARLINK-30461_001,-2446.67,6014.7183,2603.9597
STARLINK-30462_001,4924.1094,-3560.921,3723.2683
STARLINK-30463_001,1404.2579,3397.516,5806.108
STARLINK-30464_001,-130.83856,4793.94,4893.49
STARLINK-30465_001,-4475.9805,1678.8605,-4889.7095
STARLINK-30466_001,4585.7217,-1810.8969,5031.8057
STARLINK-30467_001,-2677.1143,-1860.7761,-5937.88
STARLINK-30468_001,4036.565,-728.8884,5331.812
STARLINK-30469_001,121.910545,-4764.1523,-4822.6743
STARLINK-3046_001,1965.1326,-4387.7524,-2016.0123
STARLINK-30470_001,-3739.728,-110.98487,-5673.4844
STARLINK-30471_001,-4682.085,3984.562,-2737.2725
STARLINK-30472_001,-4097.8447,5784.0205,-99.24533
STARLINK-30473_001,4787.8047,-4986.9253,2062.4084
STARLINK-30474_001,2587.5505,-6030.899,-2380.8354
STARLINK-30476_001,4030.4937,-375.42648,5728.4883
STARLINK-30477_001,-3016.3179,6107.4233,1824.0708
STARLINK-30478_001,-4765.4316,2859.023,-4087.906
STARLINK-30479_001,3013.755,-6101.0635,-1796.4307
STARLINK-3047_001,-2969.956,-865.76373,-5291.0825
STARLINK-30480_001,2009.7129,-5809.622,-3050.9255
STARLINK-30481_001,4129.3594,-5881.4683,145.81816
STARLINK-30482_001,2741.62,1782.2924,6120.968
STARLINK-30483_001,3674.537,323.73257,5992.6714
STARLINK-30484_001,4571.958,-4278.6104,2379.5618
STARLINK-30485_001,3633.879,-6031.7,-801.1684
STARLINK-30486_001,-3629.968,5222.3286,-183.84845
STARLINK-30487_001,-1069.9434,5424.862,4094.2056
STARLINK-30488_001,392.7017,4320.924,5206.8726
STARLINK-30489_001,4401.6406,-5135.3296,1247.7087
STARLINK-3048_001,-2212.1582,2593.8264,-320.76776
STARLINK-30492_001,4449.944,-5423.552,1066.0977
STARLINK-30493_001,2914.3325,-5683.8706,-1422.9006
STARLINK-30494_001,-4581.058,4925.625,-1660.6157
STARLINK-30495_001,-4453.1,4034.3687,-2297.1216
STARLINK-30496_001,2454.0906,-5992.665,-2567.513
STARLINK-30497_001,-3400.934,3958.7153,-709.62177
STARLINK-30498_001,-3699.676,5789.4766,562.5929
STARLINK-30499_001,-53.35188,-4453.7275,-4689.966
STARLINK-3049_001,3397.0286,602.19147,5885.3325
STARLINK-30500_001,3937.8586,-4939.1826,936.0064
STARLINK-30501_001,-421.4639,-4294.139,-5136.888
STARLINK-30502_001,-2331.9783,5973.7783,2744.861
STARLINK-30503_001,775.1113,3837.4438,5274.478
STARLINK-30504_001,-4831.01,4388.786,-2638.048
STARLINK-30505_001,2495.9968,1669.2467,5580.8115
STARLINK-30506_001,3688.52,-5269.6353,-62.25458
STARLINK-30507_001,2211.6875,1667.888,5110.989
STARLINK-30508_001,3973.4553,-2123.9158,3666.935
STARLINK-30509_001,3570.4246,-5885.423,-802.7065
STARLINK-3050_001,2200.0552,-2870.142,-80.98402
STARLINK-30510_001,3244.7612,-199.06323,4636.194
STARLINK-30511_001,4286.948,-3835.1294,2355.6917
STARLINK-30512_001,-1656.153,-2902.343,-5472.119
STARLINK-30513_001,-3383.4412,-597.62775,-5675.4224
STARLINK-30514_001,-1991.8241,-690.13074,-3583.2056
STARLINK-30515_001,981.7441,3364.2605,5064.1436
STARLINK-30516_001,-311.71228,4732.989,4520.73
STARLINK-30517_001,4042.518,-5198.595,614.802
STARLINK-30518_001,2894.2173,-97.65928,4407.147
STARLINK-30519_001,-1531.7476,5633.273,3592.8438
STARLINK-3051_001,-1492.8971,-1746.8853,-3944.1958
STARLINK-30520_001,-3929.9724,4938.933,-572.1638
STARLINK-30521_001,3444.4065,-6016.782,-1102.073
STARLINK-30522_001,3490.2441,-4255.738,621.0129
STARLINK-30523_001,4085.436,-5694.996,344.09003
STARLINK-30524_001,4573.642,-3770.0496,2904.2197
STARLINK-30525_001,237.08223,-1222.6079,-743.9898
STARLINK-30526_001,2034.988,-1249.0576,1441.5881
STARLINK-30527_001,-4095.6187,552.84827,-5658.7764
STARLINK-30528_001,4242.9175,-5449.076,688.01465
STARLINK-30529_001,2775.355,-5202.851,-1121.1453
STARLINK-3052_001,-1641.9299,4963.3525,2948.7927
STARLINK-30530_001,-4027.7637,5603.511,-276.70227
STARLINK-30531_001,-4127.127,5513.149,-394.4266
STARLINK-30532_001,2991.0178,-6043.187,-1769.1947
STARLINK-30533_001,414.90115,-4840.874,-4380.6187
STARLINK-30534_001,-2490.884,2510.6738,-824.36523
STARLINK-30535_001,-364.70953,1076.4806,177.05666
STARLINK-30536_001,3622.3481,-5273.5386,103.82064
STARLINK-30537_001,1653.9186,-2991.776,-500.31058
STARLINK-30538_001,4230.145,-5667.5234,521.66754
STARLINK-30539_001,-2886.1077,4323.1855,-93.19014
STARLINK-3053_001,2080.497,-1100.0511,1693.1273
STARLINK-30540_001,-1230.261,712.0985,-853.22473
STARLINK-30541_001,-3441.686,5802.6064,974.48553
STARLINK-30542_001,-1811.6848,-601.73236,-3217.6978
STARLINK-30543_001,2895.8042,1325.7977,5875.6245
STARLINK-30544_001,-2031.3943,85.5188,-2740.8962
STARLINK-30545_001,1183.3334,-965.2779,366.15036
STARLINK-30546_001,-1750.4352,2872.51,24.144995
STARLINK-30547_001,715.91064,4100.494,5486.49
STARLINK-30548_001,-767.687,-4048.9014,-5393.3687
STARLINK-30549_001,3722.4724,189.67659,5949.3354
STARLINK-3054_001,-1100.8815,1502.644,205.72543
STARLINK-30550_001,4452.2993,-5014.7266,1516.8413
STARLINK-30551_001,-3203.1707,3973.3735,-975.52246
STARLINK-30552_001,2553.3748,-2855.2021,535.18414
STARLINK-30553_001,-3606.1267,5056.6157,62.23971
STARLINK-30554_001,3599.378,-4559.879,793.0366
STARLINK-30555_001,-3084.6252,-1168.4757,-6031.3496
STARLINK-30556_001,-216.79752,-1325.8965,-1612.9921
STARLINK-30557_001,-4316.253,5117.0186,-1054.431
STARLINK-30558_001,2956.3684,-2398.0396,1684.2715
STARLINK-30559_001,-3764.683,369.63965,-5501.203
STARLINK-3055_001,12.47764,4548.2285,4863.2456
STARLINK-30560_001,-3237.6587,-504.65485,-5315.089
STARLINK-30561_001,2930.3093,-95.29603,4465.8657
STARLINK-30562_001,-2197.936,-2547.8892,-6069.128
STARLINK-30563_001,1391.1973,-414.95883,1788.5568
STARLINK-30564_001,2103.1277,-287.8035,3006.8152
STARLINK-30565_001,2400.3708,-224.7368,3525.402
STARLINK-30566_001,-2964.8513,6016.4595,1804.3733
STARLINK-30567_001,2371.072,-1100.0802,2164.5625
STARLINK-30568_001,-361.60724,3438.0706,2934.1235
STARLINK-30569_001,2262.3352,-5693.935,-2470.871
STARLINK-3056_001,-426.68985,2987.8528,2305.2556
STARLINK-30570_001,3129.4795,-4051.2654,630.1026
STARLINK-30571_001,3537.4556,-4081.3948,858.08044
STARLINK-30572_001,4439.0947,-2703.9038,3956.4614
STARLINK-30573_001,-3451.155,3786.6138,-953.8776
STARLINK-30574_001,1887.7119,-2655.08,211.51314
STARLINK-30575_001,2023.7603,-418.78848,2369.1643
STARLINK-30576_001,-2341.9343,5696.6484,2353.3208
STARLINK-30577_001,-1451.4387,4828.7925,2765.1287
STARLINK-30578_001,3597.1975,-4163.7437,900.0012
STARLINK-30579_001,-2156.4563,-1323.8766,-4472.2246
STARLINK-3057_001,1317.3651,3456.0803,5750.508
STARLINK-30580_001,-3927.8687,5254.066,-567.3759
STARLINK-30581_001,4404.4326,-5364.5435,1181.5139
STARLINK-30582_001,-882.1929,-1930.8854,-3196.9968
STARLINK-30583_001,-4369.5503,5222.7246,-1065.1827
STARLINK-30584_001,-2505.0674,2553.2576,-806.23254
STARLINK-30585_001,3482.8464,-5908.9424,-950.8782
STARLINK-30586_001,-3948.6177,4861.7188,-1062.1599
STARLINK-30587_001,264.4115,-3594.7988,-3257.8225
STARLINK-30588_001,1345.8857,-4879.157,-2988.9343
STARLINK-30589_001,-1333.7821,-3500.2751,-5739.9536
STARLINK-3058_001,1232.8186,-5363.9604,-3764.309
STARLINK-30590_001,-4097.402,4754.087,-1024.154
STARLINK-30591_001,-3483.5461,3857.6118,-946.65814
STARLINK-30592_001,-1789.9156,5614.569,3124.9094
STARLINK-30593_001,4367.9424,-4183.0137,2335.5344
STARLINK-30594_001,2476.4622,2144.493,6146.1777
STARLINK-30595_001,3852.7344,-5221.3887,494.36182
STARLINK-30596_001,-4438.4976,4222.5483,-2428.9814
STARLINK-30597_001,4498.582,-5397.4116,1228.0405
STARLINK-30598_001,1075.7888,-1104.9514,38.48816
STARLINK-3059_001,-1518.1484,3606.2544,1803.4949
STARLINK-30600_001,4108.509,-1057.6471,5177.69
STARLINK-30601_001,390.07855,-4916.5483,-4547.5547
STARLINK-30602_001,415.3769,-972.0665,-206.74928
STARLINK-30603_001,-559.51794,822.095,-427.42938
STARLINK-30604_001,4240.085,-5005.787,1137.782
STARLINK-30605_001,-441.24362,4970.472,4583.1484
STARLINK-30606_001,3441.5352,577.0394,5921.3047
STARLINK-30607_001,2801.0242,1633.0822,6091.9976
STARLINK-30608_001,-1137.4186,856.9415,-560.69257
STARLINK-30609_001,-4326.195,5269.1123,-1081.129
STARLINK-3060_001,3088.5525,-3985.912,209.79561
STARLINK-30610_001,-2068.0408,2610.1729,-777.5846
STARLINK-30611_001,4207.3247,-2480.3774,3840.9714
STARLINK-30612_001,3929.412,-4429.1465,1421.3016
STARLINK-30613_001,2570.6902,-2892.1335,531.6577
STARLINK-30614_001,1303.0496,3537.0886,5820.154
STARLINK-30615_001,936.604,-1571.8553,-68.119385
STARLINK-30616_001,4199.939,-2386.1716,3927.2761
STARLINK-30617_001,-2490.9617,-2110.9583,-6076.2964
STARLINK-3068_001,-2027.0636,407.45392,-2404.3962
STARLINK-3069_001,1026.431,-5031.753,-3987.1204
STARLINK-30700_001,-3953.4639,2769.1748,-3394.8318
STARLINK-30701_001,-2083.2427,2374.4124,-397.6051
STARLINK-30702_001,-654.249,1518.1598,858.73016
STARLINK-30703_001,1573.9698,-387.82468,2162.478
STARLINK-30704_001,-2055.1565,639.3053,-2877.535
STARLINK-30705_001,-3284.29,3071.1658,-1497.6567
STARLINK-30706_001,-4588.573,3555.743,-3116.1252
STARLINK-30707_001,-4122.8135,3460.7937,-2415.721
STARLINK-30708_001,1575.0604,-169.64436,2390.6765
STARLINK-30709_001,-4486.2017,3563.5608,-2922.3093
STARLINK-30710_001,4825.5864,-4327.0684,2847.3066
STARLINK-30711_001,-4007.5889,2304.6567,-3955.165
STARLINK-30712_001,3986.5496,-2241.8887,3810.1553
STARLINK-30713_001,4877.2017,-3506.2405,3793.249
STARLINK-30714_001,-3080.6338,1357.9421,-3678.5955
STARLINK-30715_001,-1901.83,2332.0251,-166.00006
STARLINK-30716_001,-4540.5615,2981.6562,-3906.5269
STARLINK-3071_001,-3038.3867,3704.8708,-431.33218
